SMILES,MolWt,LogP,TPSA,RotB,AroProp
O=C1NCCN1c2ncc(s2)N(=O)=O,214.206,0.5808999999999999,88.37,2,0.3571428571428571
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,322.243,2.9502000000000006,115.54000000000002,5,0.2727272727272727
Clc1cccc(n1)C(Cl)(Cl)Cl,230.909,3.5617,12.89,0,0.5454545454545454
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,281.271,2.3842999999999996,84.6,2,0.5714285714285714
O=N(=O)c1ccccc1,123.11099999999996,1.5948,43.14,1,0.6666666666666666
CCN(=O)=O,75.067,0.2829999999999999,43.14,1,0.0
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,284.09799999999996,4.693900000000003,52.37,3,0.6666666666666666
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,238.15899999999996,0.0734999999999999,118.04999999999998,3,0.2941176470588235
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,227.085,-1.0200999999999996,157.11,8,0.0
CN(=O)=O,61.040000000000006,-0.1071,43.14,0,0.0
CNc1ccccc1,107.15599999999998,1.7283,12.03,1,0.75
CCCCCCCCC,128.259,3.7569000000000026,0.0,6,0.0
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,511.5810000000002,4.289400000000002,92.18,5,0.6153846153846154
CN(C)C(=O)NC1CC2CC1C3CCCC23,222.3319999999999,2.0822999999999996,32.34,1,0.0
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,340.4630000000001,4.0633000000000035,43.370000000000005,1,0.0
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,314.42500000000007,2.607400000000001,57.53,0,0.0
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,303.67100000000005,2.946400000000001,46.92,2,0.6
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,320.04600000000005,5.929000000000003,0.0,3,0.6666666666666666
Nc1ccccc1O,109.128,0.9744,46.25,0,0.75
Nc1ccccc1Cl,127.574,1.9222,26.02,0,0.75
Clc1ccccc1Br,191.455,3.1025,0.0,0,0.75
Clc1ccccc1I,238.455,2.9446000000000003,0.0,0,0.75
Clc1ccccc1N(=O)=O,157.55599999999998,2.2482,43.14,1,0.6
CCCCCCCC,114.232,3.3668000000000022,0.0,5,0.0
CCOC(=O)N,89.09400000000001,0.1016000000000001,52.32,1,0.0
Fc1ccccc1Br,175.0,2.5882000000000005,0.0,0,0.75
NC(=O)c1ccccc1O,137.13799999999998,0.4911,63.32000000000001,1,0.6
COc1ccccc1O,124.13899999999995,1.4008,29.46,1,0.6666666666666666
Nc1ccccc1N(=O)=O,138.126,1.177,69.16,1,0.6
COc1ccccc1N(=O)=O,153.13699999999997,1.6033999999999995,52.37,2,0.5454545454545454
Oc1ccccc1N(=O)=O,139.11,1.3004000000000002,63.37,1,0.6
Cc1ccccc1N(=O)=O,137.138,1.90322,43.14,1,0.6
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,346.3650000000001,1.7768000000000002,149.67999999999998,8,0.2608695652173913
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,244.2899999999999,3.3103000000000025,39.44,3,0.5555555555555556
Cc1ccccc1N,107.156,1.57722,26.02,0,0.75
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,345.22600000000017,4.217000000000003,57.26,3,0.5
CNC(=O)ON=C(SC)C(=O)N(C)C,219.266,0.1070999999999999,70.99999999999999,1,0.0
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,286.718,2.4478999999999997,61.690000000000005,1,0.6
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,267.306,1.3016,72.47,2,0.3333333333333333
Cc1ccccc1C,106.168,2.30344,0.0,0,0.75
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,324.38000000000005,3.493400000000002,60.85000000000001,5,0.5
Nc1ccc(cc1)c2ccc(N)cc2,184.242,2.518,52.04,1,0.8571428571428571
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,320.04600000000005,5.929000000000003,0.0,3,0.6666666666666666
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,318.0300000000001,6.187900000000003,0.0,2,0.6666666666666666
Nc1ccc(O)cc1,109.128,0.9744,46.25,0,0.75
O=C1NC(=O)C(=O)N1 ,114.06,-1.6476000000000002,75.27,0,0.0
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,291.26500000000004,3.2711000000000023,70.83000000000001,7,0.3333333333333333
Nc1ccc(cc1)c2ccc(N)cc2,184.242,2.518,52.04,1,0.8571428571428571
CC(=O)Nc1ccc(Br)cc1,214.062,2.4075,29.1,1,0.5454545454545454
Brc1ccc(I)cc1,282.90599999999995,3.053700000000001,0.0,0,0.75
CC(=O)Nc1ccc(Cl)cc1,169.611,2.2984,29.1,1,0.5454545454545454
Nc1ccc(Cl)cc1,127.574,1.9222,26.02,0,0.75
Clc1ccc(Br)cc1,191.455,3.102500000000001,0.0,0,0.75
Clc1ccc(I)cc1,238.455,2.944600000000001,0.0,0,0.75
Clc1ccc(cc1)N(=O)=O,157.55599999999998,2.2482000000000006,43.14,1,0.6
Cc1ccc(O)cc1,108.14,1.7006199999999998,20.23,0,0.75
CCCCN(CC)C(=O)SCCC,203.35099999999997,3.3716000000000026,20.31,6,0.0
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,328.84299999999996,5.316700000000004,32.34,4,0.5217391304347826
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,250.339,4.9536,0.0,0,0.5454545454545454
ClC(Cl)C(Cl)(Cl)Cl,202.295,3.1603000000000003,0.0,0,0.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,266.33799999999997,4.6592,20.23,0,0.5
Cc1cc(C)c(C)c(C)c1C,148.249,3.2287000000000017,0.0,0,0.5454545454545454
CCCCC,72.151,2.1965000000000003,0.0,2,0.0
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,226.27599999999995,1.1849999999999992,75.27000000000001,4,0.0
CCCCCOC(=O)C,130.18699999999998,1.7397,26.3,4,0.0
CCCCC(=O)OCC,130.18699999999998,1.7397,26.3,4,0.0
CCCCCc1ccccc1,148.249,3.4193000000000024,0.0,4,0.5454545454545454
CCCCCC1CCCC1,140.26999999999998,3.7569000000000026,0.0,4,0.0
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,379.381,3.0893200000000016,80.31,4,0.5
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,391.2940000000001,6.113300000000004,35.53,6,0.4615384615384615
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,5.737200000000003,0.0,0,1.0
CC(=O)Nc1ccc(F)cc1,153.156,1.7840999999999998,29.1,1,0.5454545454545454
CCOc1ccc(NC(=O)C)cc1,179.219,2.0437,38.33,3,0.4615384615384615
c1ccc2c(c1)ccc3ccccc32,178.23399999999998,3.993000000000002,0.0,0,1.0
c1ccc2c(c1)cnc3ccccc23 ,179.22199999999998,3.388000000000001,12.89,0,1.0
CCOc1ccccc1,122.16699999999996,2.0853,9.23,2,0.6666666666666666
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,300.314,3.784220000000002,76.66,3,0.5454545454545454
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,232.239,0.7003999999999997,75.27000000000001,2,0.3529411764705882
c1ccccc1O,94.113,1.3922,20.23,0,0.8571428571428571
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,318.32800000000003,3.560100000000002,66.76,2,0.75
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,350.4580000000001,5.760500000000005,35.53,6,0.4615384615384615
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,308.38100000000003,3.7878000000000025,40.620000000000005,5,0.5217391304347826
NNc1ccccc1,108.14399999999998,0.9722000000000002,38.05,1,0.75
OCc1ccccc1,108.13999999999996,1.1789,20.23,1,0.75
NC(=S)Nc1ccccc1,152.22199999999998,1.3421,38.05,1,0.6
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,252.273,1.7695999999999998,58.2,2,0.631578947368421
CCOP(=S)(OCC)SCSCC,260.38599999999997,3.727700000000003,18.46,8,0.0
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,367.8160000000001,4.236100000000003,53.6,7,0.4285714285714285
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,298.304,3.228380000000002,63.84,7,0.3157894736842105
c1cC2C(=O)NC(=O)C2cc1,149.149,0.0011999999999999,46.17,0,0.0
O=C1NC(=O)c2ccccc12 ,147.13299999999998,0.5702,46.17,0,0.5454545454545454
N#Cc1ccccc1C#N,128.13399999999996,1.42996,47.58,0,0.6
CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,49.33,1,0.5454545454545454
Oc1ccc(C=O)cc1,122.12299999999998,1.2047,37.3,1,0.6666666666666666
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,278.354,6.299400000000004,0.0,0,1.0
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,285.343,2.997200000000001,38.77,3,0.2857142857142857
O=Cc2ccc1OCOc1c2 ,150.13299999999998,1.2278,35.53,1,0.5454545454545454
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,353.4900000000001,4.198300000000004,38.77,9,0.0
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,238.29099999999997,1.2198399999999998,58.56000000000001,2,0.3529411764705882
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,331.353,1.5810000000000002,99.6,2,0.5217391304347826
COc1ccc(C=O)cc1,136.14999999999998,1.5076999999999998,26.3,2,0.6
Cc1ccc(N)cc1,107.156,1.5772199999999998,26.02,0,0.75
Nc1ccc(cc1)N(=O)=O,138.126,1.177,69.16,1,0.6
COc1ccc(cc1)N(=O)=O,153.13699999999997,1.6033999999999995,52.37,2,0.5454545454545454
Oc1ccc(cc1)N(=O)=O,139.11,1.3003999999999998,63.37,1,0.6
Cc1ccc(cc1)N(=O)=O,137.138,1.90322,43.14,1,0.6
Oc1ccc(cc1)c2ccccc2,170.211,3.0592000000000015,20.23,1,0.9230769230769232
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,288.43100000000004,3.879200000000002,37.3,0,0.0
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,360.4500000000002,1.5576,94.83,2,0.0
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,402.48700000000014,2.1284,100.90000000000002,3,0.0
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,316.48500000000007,4.515300000000004,37.3,1,0.0
CCC1(C(=O)NCNC1=O)c2ccccc2,218.256,0.5378999999999994,58.2,2,0.375
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,198.222,0.4047999999999999,75.27000000000001,2,0.0
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,284.142,3.2829000000000024,37.38,1,0.3333333333333333
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,4.723500000000005,34.14,1,0.0
COc1nc(NC(C)C)nc(NC(C)C)n1,225.296,1.5208,71.96000000000001,5,0.375
CSc1nc(NC(C)C)nc(NC(C)C)n1,241.364,2.2341,62.73,5,0.375
CC(C)N(C(=O)CCl)c1ccccc1 ,211.69200000000004,2.666800000000001,20.31,3,0.4285714285714285
CCC,44.096999999999994,1.4163,0.0,0,0.0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,3.3419000000000016,29.1,2,0.4615384615384615
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.71500000000003,2.1655999999999995,62.73,4,0.4
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,281.314,2.3388,56.790000000000006,7,0.0
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,342.2260000000001,3.653400000000003,49.17,5,0.5
CCC=O,58.08,0.5952999999999999,17.07,1,0.0
CCC#N,55.07999999999999,0.91998,23.79,0,0.0
CNC(=O)Oc1ccccc1OC(C)C,209.245,2.192,47.56,3,0.4
CCCOC(=O)C,102.13299999999998,0.9595,26.3,2,0.0
CCCC(=O)OC,102.13299999999998,0.9595,26.3,2,0.0
CCCOC=O,88.10599999999998,0.5694,26.3,3,0.0
CCCCC(=O)OC,116.15999999999998,1.3496,26.3,3,0.0
CCCc1ccccc1,120.19499999999996,2.639100000000001,0.0,2,0.6666666666666666
CCCC1CCCC1,112.216,2.976700000000002,0.0,2,0.0
CC=C,42.081,1.1923,0.0,0,0.0
CCCOC(C)C,102.17699999999998,1.8214,9.23,3,0.0
CC#C,40.065000000000005,0.6395,0.0,0,0.0
CC(C)(C)c1ccc(O)cc1,150.22099999999998,2.689700000000001,20.23,0,0.5454545454545454
c2cnc1ncncc1n2,132.12599999999998,0.4197999999999998,51.56,0,1.0
c1ccc(cc1)c2ccc(cc2)c3ccccc3,230.31,5.0206000000000035,0.0,2,1.0
Cc1ccc(cc1)S(=O)(=O)N,171.22099999999998,0.6424200000000001,60.16,1,0.5454545454545454
Cc1ccc(C)cc1,106.168,2.30344,0.0,0,0.75
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,217.26800000000003,2.709500000000001,38.33,2,0.375
NC(=O)c1cnccn1,123.11499999999998,-0.4245000000000001,68.87,1,0.6666666666666666
Nc2cnn(c1ccccc1)c(=O)c2Cl,221.647,1.4681,60.91,1,0.8
c1cc2ccc3cccc4ccc(c1)c2c34,202.25599999999997,4.584000000000002,0.0,0,1.0
c1ccnnc1,80.08999999999999,0.4765999999999999,25.78,0,1.0
c1ccncc1,79.10199999999998,1.0816,12.89,0,1.0
c1cncnc1,80.08999999999999,0.4765999999999999,25.78,0,1.0
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,245.282,2.2411200000000004,47.36000000000001,2,0.6111111111111112
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,289.7440000000001,0.8788,101.29,2,0.3333333333333333
c1ccc2ncccc2c1,129.16199999999998,2.2348,12.89,0,1.0
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,332.57000000000005,2.8260000000000005,63.24,3,0.3
Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,295.336,4.8618,43.14,1,0.4285714285714285
OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,504.4380000000001,-7.571399999999989,268.67999999999995,8,0.0
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,262.30899999999997,1.4952,75.27000000000001,2,0.0
CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,254.293,2.2245999999999997,49.330000000000005,1,0.631578947368421
C1SC(=S)NC1(=O),133.197,0.1342999999999999,29.1,0,0.0
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,376.36900000000014,-1.7235599999999989,161.56,5,0.5185185185185185
CCCOC(=O)c1ccc(N)cc1,179.21899999999997,1.8356,52.32,3,0.4615384615384615
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,321.549,4.542900000000002,27.69,4,0.375
COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,394.42300000000023,3.7033000000000023,63.22,3,0.4137931034482758
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,330.17100000000005,2.880000000000001,69.72,2,0.2857142857142857
O2c1ccccc1N(C)C(=O)c3cccnc23 ,226.235,2.4639000000000006,42.43,0,0.7058823529411765
O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,254.289,2.9595200000000013,55.56,0,0.631578947368421
CCN2c1nc(Cl)ccc1N(C)C(=O)c3cccnc23 ,288.73800000000006,2.878000000000001,49.330000000000005,1,0.6
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,322.29,3.5275200000000018,58.120000000000005,1,0.5217391304347826
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,268.32,2.817140000000001,58.120000000000005,1,0.6
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,270.361,2.759900000000001,32.260000000000005,1,0.631578947368421
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,269.373,3.3649000000000022,19.37,1,0.631578947368421
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,252.31699999999995,3.4346000000000023,23.55,1,0.631578947368421
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,268.32,2.614700000000001,49.330000000000005,2,0.6
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,255.29199999999997,3.2071000000000023,20.31,2,0.631578947368421
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,296.374,3.1797200000000014,48.47,2,0.5454545454545454
CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,283.331,3.122320000000001,54.46,2,0.5714285714285714
CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,273.723,3.458700000000001,45.23,1,0.631578947368421
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,255.277,2.35452,68.45,0,0.631578947368421
CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,253.30499999999995,2.829600000000001,36.44,1,0.631578947368421
CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,313.36100000000005,1.6287999999999996,81.59000000000002,4,0.5217391304347826
C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,255.29199999999997,3.2071000000000023,20.31,2,0.631578947368421
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,239.274,3.4590000000000023,29.54,1,0.6666666666666666
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,286.28,-1.6424000000000003,119.61,4,0.3
NC(=O)c1ccccc1O,137.13799999999998,0.4911,63.32000000000001,1,0.6
c1ccccc1NC(=O)c2c(O)cccc2,213.236,2.6445,49.33,2,0.75
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,246.30599999999995,2.419600000000001,43.370000000000005,0,0.0
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,238.28699999999995,1.3510999999999993,75.27000000000001,5,0.0
CC1CCCCC1NC(=O)Nc2ccccc2,232.32700000000003,3.386800000000001,41.13,2,0.3529411764705882
CCNc1nc(Cl)nc(NCC)n1 ,201.661,1.3885999999999998,62.73,4,0.4615384615384615
CSc1nc(nc(n1)N(C)C)N(C)C,213.31,0.7254999999999998,45.150000000000006,3,0.4285714285714285
OCC(O)C(O)C(O)C(O)CO,182.172,-3.5854000000000004,121.38,5,0.0
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,361.4450000000001,-1.068879999999999,132.11999999999998,8,0.2608695652173913
CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,416.58300000000025,4.852300000000005,60.44,1,0.0
CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,293.40700000000004,3.8884000000000034,38.77,9,0.2857142857142857
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,290.44699999999995,3.9591000000000034,37.3,0,0.0
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,365.96400000000006,5.6015000000000015,44.760000000000005,5,0.3157894736842105
C=Cc1ccccc1,104.15199999999996,2.3296,0.0,1,0.75
C1OC1c2ccccc2 ,120.15099999999995,1.7579,12.53,1,0.6666666666666666
O=C1CCC(=O)N1,99.089,-0.577,46.17,0,0.0
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,342.297,-5.395599999999993,189.52999999999997,5,0.0
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,214.25,-0.5594299999999999,122.06,2,0.4285714285714285
CCN(CC)C(=S)SCC(Cl)=C,223.794,3.0988000000000016,3.24,4,0.0
Nc1ccc(cc1)S(N)(=O)=O,172.20899999999995,-0.0837999999999999,86.18,1,0.5454545454545454
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,224.26,0.961,75.27000000000001,4,0.0
CC(C)(C)c1ccccc1,134.22199999999998,2.9841000000000015,0.0,0,0.6
C/C=C/C=O,70.09100000000001,0.7614000000000001,17.07,1,0.0
Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,381.1120000000001,4.511700000000001,58.2,2,0.5
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,216.668,1.2534200000000002,54.86,0,0.4285714285714285
CCOP(=S)(OCC)SCSC(C)(C)C,288.44,4.506300000000004,18.46,7,0.0
CCNc1nc(NC(C)(C)C)nc(OC)n1,225.296,1.5223999999999998,71.96000000000001,4,0.375
CCNc1nc(NC(C)(C)C)nc(SC)n1,241.364,2.2356999999999996,62.73,4,0.375
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,288.431,3.879200000000003,37.3,0,0.0
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,330.4680000000001,4.450000000000004,43.370000000000005,1,0.0
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,344.4950000000001,4.840100000000005,43.370000000000005,2,0.0
BrC(Br)(Br)Br,331.62699999999995,3.1773,0.0,0,0.0
ClC(=C(Cl)Cl)Cl,165.834,3.0682,0.0,0,0.0
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,261.919,4.014400000000001,29.46,1,0.4615384615384615
ClC(Cl)(Cl)Cl,153.823,2.5529,0.0,0,0.0
CCCCCCCCCCCCCC,198.39399999999995,5.707400000000006,0.0,11,0.0
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,5.551820000000002,26.3,4,0.2222222222222222
C1CCOC1,72.107,0.7968,9.23,0,0.0
C1CCOCC1,86.134,1.1869,9.23,0,0.0
CN(C)C(=O)N(C)C ,116.164,0.2296,23.550000000000004,0,0.0
O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,258.233,0.0877999999999994,83.55000000000001,1,0.3157894736842105
Cn1cnc2n(C)c(=O)[nH]c(=O)c12 ,180.16699999999997,-1.0397,72.68,0,0.6923076923076923
Cn1c(=O)n(C)c2nc[nH]c2c1=O,180.16699999999997,-1.039700000000001,72.68,0,0.6923076923076923
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,356.2270000000001,0.4043000000000002,103.70000000000002,6,0.2857142857142857
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,254.355,1.5159999999999998,58.2,5,0.0
c1ccccc1SC,124.208,2.408500000000001,0.0,1,0.75
CNC(=O)ON=C(CSC)C(C)(C)C ,218.32199999999995,2.1075,50.69,3,0.0
CCSCCSP(=S)(OC)OC,246.359,2.990000000000001,18.46,7,0.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,242.344,1.3499,58.2,4,0.0
c1ccsc1,84.14299999999999,1.7480999999999998,0.0,0,1.0
Sc1ccccc1,110.18099999999995,1.9752999999999996,0.0,0,0.8571428571428571
Sc1nccc(=O)[nH]1 ,128.15599999999998,0.0586,45.75,0,0.75
NC(=S)N,76.12400000000001,-0.8113000000000001,52.04,0,0.0
CN(C)C(=S)SSC(=S)N(C)C ,240.444,2.0608,6.48,0,0.0
Cc1c[nH]c(=O)[nH]c1=O ,126.115,-0.6283800000000002,65.72,0,0.6666666666666666
CC(C)c1ccc(C)cc1O,150.22099999999998,2.824020000000002,20.23,1,0.5454545454545454
Cc1ccccc1,92.141,1.99502,0.0,0,0.8571428571428571
CC(C)(C)Cc1ccccc1,148.249,3.2752000000000017,0.0,1,0.5454545454545454
C/C1CCC(\C)CC1,112.216,2.832600000000001,0.0,0,0.0
CCCC/C=C/C,98.18899999999998,2.752700000000001,0.0,3,0.0
CC/C=C/C,70.135,1.9725,0.0,1,0.0
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,293.754,3.1243000000000016,57.010000000000005,4,0.55
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,304.66999999999996,4.843900000000003,20.31,4,0.0
CC34CC(O)C1(F)C(CCC2=CC(=O)C=CC12C)C3CC(O)C4(O)C(=O)CO,394.43900000000014,0.6204999999999998,115.06000000000002,2,0.0
CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,434.50400000000025,2.4188000000000005,93.06000000000002,2,0.0
CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,478.51300000000026,1.7620999999999996,127.20000000000002,4,0.0
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,253.26900000000003,0.8334000000000001,129.62,1,0.8421052631578947
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,343.2170000000001,4.233520000000003,43.07,1,0.7391304347826086
BrC(Br)Br,252.731,2.4547,0.0,0,0.0
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,380.662,0.8210000000000011,118.36,2,0.3
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,2.1609000000000003,55.760000000000005,3,0.0
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,380.662,0.8210000000000011,118.36,2,0.3
ClC(Cl)(Cl)C#N,144.388,1.88018,23.79,0,0.0
ClC=C(Cl)Cl,131.389,2.5017000000000005,0.0,0,0.0
ClC(Cl)Cl,119.378,1.9864,0.0,0,0.0
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,333.60400000000004,5.391500000000002,18.46,5,0.3529411764705882
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,289.54499999999996,5.144700000000002,29.46,2,0.7058823529411765
Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,368.3690000000001,6.256760000000005,44.760000000000005,6,0.6923076923076923
Cc2cccc3sc1nncn1c23 ,189.243,2.25242,30.19,0,0.9230769230769232
CCNc1nc(Cl)nc(n1)N(CC)CC,229.71499999999995,1.803,53.940000000000005,5,0.4
CCOP(=O)(OCC)OCC,182.156,2.2039999999999997,44.760000000000005,6,0.0
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,335.28200000000004,4.148200000000004,89.51999999999998,7,0.2608695652173913
ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,430.9340000000001,2.431,64.68,6,0.0
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,435.48100000000034,1.2672999999999996,132.5,6,0.3225806451612903
c1ccc2c(c1)c3ccccc3c4ccccc24,228.294,5.146200000000003,0.0,0,1.0
