SMILES,MolWt,LogP,TPSA,RotB,AroProp,HBD,HBA,RingCount,FractionCSP3,HeavyAtomCount,BertzCT
CCCSCCC,118.245,2.539600000000001,0.0,4,0.0,0,1,0,1.0,7,23.360990398949916
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,390.5640000000003,6.721200000000008,52.60000000000001,16,0.2142857142857142,0,4,1,0.6666666666666666,28,504.29105939397743
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,414.63000000000017,5.508800000000006,38.69,0,0.0,1,3,6,0.9259259259259259,30,746.3902102956506
CNC(=O)Oc1ccccc1C2OCCO2,223.22799999999995,1.4502,56.790000000000006,2,0.375,1,4,2,0.36363636363636365,16,374.00224139004183
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,239.318,2.9067000000000016,20.31,3,0.6666666666666666,0,1,2,0.1875,18,465.6348741173285
O(c1ccccc1)c2ccccc2,170.211,3.478900000000002,9.23,2,0.9230769230769232,0,1,2,0.0,13,315.89864866417315
N(c1ccccc1)c2ccccc2,169.227,3.430200000000002,12.03,2,0.9230769230769232,1,1,2,0.0,13,315.89864866417315
C(c1ccccc1)c2ccccc2,168.239,3.277400000000002,0.0,2,0.9230769230769232,0,0,2,0.07692307692307693,13,310.81248233699284
CCCOCCC,102.177,1.823,9.23,4,0.0,0,1,0,1.0,7,23.360990398949916
CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5520000000001,3.621200000000002,6.48,4,0.0,0,4,0,0.8,16,200.8589190857419
CCOP(=S)(OCC)SCCSCC,274.413,3.770200000000002,18.46,9,0.0,0,5,0,1.0,14,167.96932691749925
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,299.28800000000007,2.5801000000000007,55.84,5,0.3157894736842105,0,5,2,0.3333333333333333,19,529.602740190649
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,233.098,3.0869000000000018,32.34,1,0.4285714285714285,1,1,1,0.2222222222222222,14,352.6652327975252
CC1=CCC(CC1)C(C)=C,136.238,3.308900000000002,0.0,1,0.0,0,0,1,0.6,10,162.8771237954945
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,198.134,1.5170200000000005,106.51000000000002,2,0.4285714285714285,1,5,1,0.14285714285714285,14,414.78633577032497
CCOc1ccc(NC(N)=O)cc1,180.20699999999997,1.5759,64.35,3,0.4615384615384615,2,2,1,0.2222222222222222,13,282.1711052507959
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,254.24599999999995,-2.2130999999999985,102.28,3,0.5,2,8,2,0.5,18,696.191196074724
CCCCCCCCCCCCCCCCCCCC,282.5559999999999,8.048000000000007,0.0,17,0.0,0,0,0,1.0,20,132.11730005192322
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,380.913,4.481400000000002,12.53,0,0.0,0,1,5,0.8333333333333334,19,516.4228624657378
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,290.447,3.959100000000003,37.3,0,0.0,1,2,4,0.9473684210526315,21,458.4827066363416
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,306.51500000000004,4.483900000000005,20.23,0,0.0,1,2,5,1.0,21,464.4827066363416
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.34,3.9444000000000026,37.3,0,0.5,1,2,4,0.3888888888888889,20,731.5207964175199
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,268.356,3.7375000000000025,37.3,0,0.3,1,2,4,0.5,20,628.3054350603154
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,288.255,2.2155000000000005,107.22,1,0.5714285714285714,4,6,3,0.13333333333333333,21,737.1839683526324
OCC(O)C(O)CO,122.12,-2.3071999999999995,80.92,3,0.0,4,4,0,1.0,8,48.0
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,272.388,3.609200000000002,40.46,0,0.3,2,2,4,0.6666666666666666,20,538.2198018097884
c1(OC)ccc(CC=C)cc1,148.205,2.4237,9.23,3,0.5454545454545454,0,1,1,0.2,11,223.13302247817728
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,288.387,2.5800000000000005,60.69,0,0.2857142857142857,3,3,4,0.6666666666666666,21,569.5819082919402
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,270.372,3.817400000000003,37.3,0,0.3,1,2,4,0.6111111111111112,20,576.7809963203815
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,333.266,3.924200000000003,89.51999999999998,6,0.2608695652173913,0,5,1,0.38461538461538464,23,623.3502087975944
CC,30.07,1.0262,0.0,0,0.0,0,0,0,1.0,2,0.0
CCS,62.137,0.9361,0.0,0,0.0,1,1,0,1.0,3,2.754887502163469
CCO,46.069,-0.0014,20.23,0,0.0,1,1,0,1.0,3,2.754887502163469
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,296.41,3.6126000000000023,40.46,0,0.2727272727272727,2,2,4,0.6,22,658.1613573389167
CCSCc1ccccc1OC(=O)NC ,225.313,2.6579000000000006,38.33,4,0.4,1,3,1,0.36363636363636365,15,328.1188895793997
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,384.4870000000002,5.005300000000004,36.92,12,0.0,0,8,0,1.0,19,279.34146898643354
CCCCc1c(C)nc(NCC)[nH]c1=O,209.293,1.85272,57.78,5,0.4,2,3,1,0.6363636363636364,15,370.5860503155157
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,312.45300000000003,3.8826000000000023,37.3,0,0.0,1,2,4,0.7619047619047619,23,626.2430525943431
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.34900000000005,2.0576,61.830000000000005,4,0.3157894736842105,0,5,2,0.5384615384615384,19,576.6964147011811
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.34900000000005,2.0576,61.830000000000005,4,0.3157894736842105,0,5,2,0.5384615384615384,19,576.6964147011811
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,258.324,1.3424,82.28,3,0.5625,1,5,2,0.2222222222222222,16,618.7158480810884
CCOC(=O)C,88.106,0.5694,26.3,1,0.0,0,2,0,0.75,6,49.50977500432694
CCOC(=O)c1ccccc1,150.177,1.8633,26.3,2,0.5454545454545454,0,2,1,0.2222222222222222,11,228.57786591623355
CCCCCOC(=O)CC,144.21399999999997,2.1298000000000004,26.3,5,0.0,0,2,0,0.875,10,89.25838096618136
CCOC(=O)C=Cc1ccccc1,176.215,2.2629,26.3,3,0.4615384615384615,0,2,1,0.18181818181818182,13,288.21840549259923
CCCCCCCCCC(=O)OCC,200.32199999999995,3.6902000000000026,26.3,9,0.0,0,2,0,0.9166666666666666,14,132.28341890015258
CCOC=O,74.07900000000001,0.1793,26.3,2,0.0,0,2,0,0.6666666666666666,5,26.074033921146967
CCCCCCC(=O)OCC,158.241,2.5199000000000007,26.3,6,0.0,0,2,0,0.8888888888888888,11,99.73585546369786
CCCCCC(=O)OCC,144.21399999999997,2.1298000000000004,26.3,5,0.0,0,2,0,0.875,10,89.25838096618136
CCCCCCCCC(=O)OCC,186.295,3.3001000000000023,26.3,8,0.0,0,2,0,0.9090909090909091,13,121.2586863990795
CCCCCCCC(=O)OCC,172.26799999999997,2.910000000000001,26.3,7,0.0,0,2,0,0.9,12,110.40620687739316
CCCOC(=O)CCC,130.18699999999998,1.7397,26.3,4,0.0,0,2,0,0.8571428571428571,9,78.98533616859814
CCOC(=O)CC,102.133,0.9595,26.3,2,0.0,0,2,0,0.8,7,59.10049400592804
CCCOCC,88.14999999999999,1.4329,9.23,3,0.0,0,1,0,1.0,6,15.900134529890124
CCOC=C,72.10700000000001,1.1664,9.23,2,0.0,0,1,0,0.5,5,24.828921423310437
CCc1ccccc1,106.16799999999996,2.249000000000001,0.0,1,0.75,0,0,1,0.25,8,141.38429890473827
CCC1CCCCC1,112.216,2.976700000000002,0.0,1,0.0,0,0,1,1.0,8,51.058650025961626
C=C,28.053999999999995,0.8022,0.0,0,0.0,0,0,0,0.0,2,0.0
CCOC(=O)c1ccc(N)cc1,165.19199999999998,1.4455,52.32,2,0.5,1,3,1,0.2222222222222222,12,266.36195376207496
CCOC(=O)c1ccc(O)cc1,166.176,1.5689,46.53,2,0.5,1,3,1,0.2222222222222222,12,263.6070662599115
C#C,26.037999999999997,0.2493999999999999,0.0,0,0.0,0,0,0,0.0,2,4.754887502163469
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,376.496,6.372000000000007,27.69,9,0.6428571428571429,0,3,3,0.28,28,854.4761380608963
CCOC(=O)c1cncn1C(C)c2ccccc2,244.294,2.669100000000001,44.12,4,0.6111111111111112,0,4,2,0.2857142857142857,18,519.6000784462864
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,588.5620000000001,1.338599999999999,160.83,5,0.2857142857142857,3,13,7,0.5517241379310345,42,1352.5325604550394
CC12CCC(CC1)C(C)(C)O2 ,154.253,2.7441000000000013,9.23,0,0.0,0,1,3,1.0,11,160.9567031494677
COc1cc(CC=C)ccc1O,164.204,2.1293,29.46,3,0.5,1,2,1,0.2,12,279.16711032401867
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,331.202,4.0676000000000005,46.010000000000005,3,0.8181818181818182,1,3,3,0.058823529411764705,22,778.1770800952257
Cc1occc1C(=O)Nc2ccccc2,201.225,2.840320000000001,42.24,2,0.7333333333333333,1,2,2,0.08333333333333333,15,459.4841753534304
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,277.238,2.7993200000000007,70.83000000000001,5,0.3529411764705882,0,6,1,0.3333333333333333,17,470.4540594465827
CN(C)C(=O)SCCCCOc1ccccc1,253.367,3.2604000000000024,29.540000000000003,6,0.3529411764705882,0,3,1,0.46153846153846156,17,327.45116411809533
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,301.34200000000004,3.6038000000000023,56.790000000000006,7,0.5454545454545454,1,4,2,0.23529411764705882,22,568.9726260550095
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,349.43000000000006,5.268980000000004,59.32000000000001,5,0.4615384615384615,0,4,3,0.36363636363636365,26,835.1911238086449
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,308.36100000000005,3.1003000000000016,44.760000000000005,7,0.3333333333333333,0,5,1,0.45454545454545453,18,436.8613640932748
COP(=S)(OC)Oc1ccc(SC)c(C)c1,278.335,3.6130200000000023,27.69,5,0.375,0,5,1,0.4,16,401.05065730513206
CN(C)C(=O)Nc1ccccc1,164.208,1.7801,32.34,1,0.5,1,1,1,0.2222222222222222,12,256.4908622767174
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,306.276,0.7357999999999993,81.64999999999999,5,0.7272727272727273,1,7,3,0.23076923076923078,22,707.748307396491
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,451.4690000000001,6.627980000000005,68.55000000000001,9,0.5454545454545454,0,5,3,0.23076923076923078,33,1095.279678442929
Nc1nc(=O)[nH]cc1F,129.09399999999997,-0.5088000000000001,71.77,0,0.6666666666666666,2,3,1,0.0,9,268.7604122853713
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,380.4560000000002,1.8737,94.83,2,0.0,3,5,4,0.8095238095238095,27,734.0836113882948
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,410.4570000000002,1.8436999999999997,94.83,2,0.0,3,5,4,0.7272727272727273,29,839.0592591842881
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,421.7340000000001,5.340800000000003,89.51999999999998,6,0.4285714285714285,0,5,2,0.25,28,881.3358721418774
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.20499999999996,2.7989000000000006,32.34,1,0.375,1,1,1,0.3,16,387.89568621325867
c1ccc2c(c1)c3cccc4cccc2c34,202.25599999999997,4.487200000000002,0.0,0,1.0,0,0,4,0.0,16,650.310154499518
C1c2ccccc2c3ccccc13,166.22299999999998,3.257800000000002,0.0,0,0.9230769230769232,0,0,3,0.07692307692307693,13,411.60041905516795
Fc1ccccc1,96.10399999999998,1.8257,0.0,0,0.8571428571428571,0,0,1,0.0,7,134.10736969541455
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,376.4680000000002,2.923300000000001,74.6,1,0.0,2,4,4,0.7272727272727273,27,787.1822826420921
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.20499999999996,2.7989000000000006,32.34,1,0.375,1,1,1,0.3,16,387.89568621325867
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,329.32099999999997,4.738100000000002,22.0,2,0.75,0,2,3,0.10526315789473684,24,927.3322048447552
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,312.118,3.514400000000002,20.31,2,0.3157894736842105,0,1,2,0.4166666666666667,19,492.10799415501407
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,301.296,2.492400000000001,50.94,4,0.7727272727272727,1,4,3,0.125,22,759.326800407434
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,502.9200000000002,7.395680000000005,71.35,8,0.5142857142857142,1,5,3,0.23076923076923078,35,1210.4541526746402
CNC(=O)Oc1cccc(N=CN(C)C)c1,221.26,1.6262,53.93,3,0.375,1,3,1,0.2727272727272727,16,388.5709943614489
COP(=S)(OC)SCC(=O)N(C)C=O,257.27299999999997,0.8516999999999999,55.84,6,0.0,0,6,0,0.6666666666666666,14,252.21605924781636
OCC1OC(O)(CO)C(O)C1O,180.156,-3.2198,110.38,2,0.0,5,6,1,1.0,12,162.11730005192322
c1ccoc1,68.07499999999999,1.2795999999999998,13.14,0,1.0,0,1,1,0.0,5,60.12481811269772
O=Cc1ccco1,96.08499999999998,1.0920999999999998,30.21,1,0.7142857142857143,0,2,1,0.0,7,141.1235805057187
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),262.261,1.5528,75.99000000000001,1,0.0,2,5,3,0.35714285714285715,19,540.0395780954755
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.80800000000016,3.141800000000001,91.68,6,0.6153846153846154,3,6,3,0.15789473684210525,26,932.3111129403958
OCC1OC(O)C(O)C(O)C1O,180.156,-3.2214000000000005,110.38,1,0.0,5,6,1,1.0,12,146.2188491003481
CCC1(CCC(=O)NC1=O)c2ccccc2 ,217.268,1.771,46.17,2,0.375,1,2,2,0.38461538461538464,16,413.2005875857414
OCC(O)CO,92.094,-1.6681,60.69,2,0.0,3,3,0,1.0,6,25.219280948873624
CC(=O)OCC(COC(=O)C)OC(=O)C,218.205,0.0442999999999997,78.9,5,0.0,0,6,0,0.6666666666666666,15,228.98712426015686
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,352.7700000000001,2.8103000000000007,71.06,3,0.25,0,6,3,0.4117647058823529,24,768.8345393102228
COc1ccccc1O ,124.13899999999995,1.4008,29.46,1,0.6666666666666666,1,2,1,0.14285714285714285,9,195.86256853719752
Nc2nc1[nH]cnc1c(=O)[nH]2 ,151.129,-0.7716000000000003,100.45,0,0.8181818181818182,3,4,2,0.0,11,441.3146575841347
FC(F)(F)C(Cl)Br ,197.381,2.5084999999999997,0.0,0,0.0,0,0,0,1.0,7,58.44547197387445
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,300.266,1.3295999999999997,107.22,0,0.2727272727272727,4,6,4,0.1875,22,829.2829404511175
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,373.3209999999999,5.2415,0.0,0,0.0,0,0,3,0.6,17,467.2748718023595
CCCCCCC,100.205,2.976700000000002,0.0,4,0.0,0,0,0,1.0,7,19.219280948873624
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,260.762,4.7574,0.0,1,0.0,0,0,0,0.0,10,159.92449716458776
ClC(Cl)(Cl)C(Cl)(Cl)Cl,236.74,3.7268,0.0,0,0.0,0,0,0,1.0,8,61.50977500432693
CCCCCCCCCCCCCCCCCCCCCCCCCC,366.7180000000002,10.388599999999991,0.0,23,0.0,0,0,0,1.0,26,196.0782000346155
CCCCCCCCCCCCCCCC,226.44799999999992,6.487600000000007,0.0,13,0.0,0,0,0,1.0,16,92.6059378176129
Cc1c(C)c(C)c(C)c(C)c1C,162.27599999999998,3.5371200000000025,0.0,0,0.5,0,0,1,0.5,12,214.30309024251744
CCCCCC,86.178,2.5866000000000007,0.0,3,0.0,0,0,0,1.0,6,12.0
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.372,4.785200000000005,40.46,5,0.6,2,2,2,0.3333333333333333,20,476.84960987081564
CCCCCCc1ccccc1,162.276,3.809400000000003,0.0,5,0.5,0,0,1,0.5,12,188.45310074746274
O=C1CNC(=O)N1 ,100.077,-1.1742,58.2,0,0.0,2,2,1,0.3333333333333333,7,106.10331482049533
N(Nc1ccccc1)c2ccccc2 ,184.242,3.1256000000000013,24.06,3,0.8571428571428571,2,2,2,0.0,14,330.55201670962913
c1ccccc1C(O)C(O)c2ccccc2,214.264,2.4536000000000007,40.46,3,0.75,2,2,2,0.14285714285714285,16,381.5030339335183
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,297.745,-0.3512999999999994,118.36,1,0.3529411764705882,3,5,2,0.14285714285714285,17,683.3155123780438
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,362.4660000000002,1.7815999999999996,94.83,2,0.0,3,5,4,0.8095238095238095,26,683.8889217536757
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,404.5030000000002,2.3524000000000003,100.90000000000002,3,0.0,2,6,4,0.782608695652174,29,786.2375645587604
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,354.8749999999999,3.995,20.23,0,0.0,1,1,3,0.6,17,471.4165812524358
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,330.4680000000001,3.8384000000000023,54.37,1,0.0,1,3,4,0.8095238095238095,24,634.995115124503
O=c1[nH]cnc2nc[nH]c12 ,136.114,-0.3538,74.43,0,0.9,2,3,2,0.0,10,400.94019739120694
C1Cc2ccccc2C1,118.17899999999996,2.1753,0.0,0,0.6666666666666666,0,0,2,0.3333333333333333,9,190.03322454351994
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,365.842,2.0834,92.5,3,0.5,2,4,3,0.1875,24,914.5336968480627
c2ccc1[nH]ncc1c2 ,118.13899999999998,1.5629,28.68,0,1.0,1,1,2,0.0,9,280.89393676634353
c2ccc1[nH]ccc1c2,117.15099999999995,2.1678999999999995,15.79,0,1.0,1,0,2,0.0,9,278.54542122074673
c2ccc1NCCc1c2 ,119.167,1.6545999999999998,12.03,0,0.6666666666666666,1,1,2,0.25,9,194.56254955650076
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,268.22900000000004,-1.8566000000000005,133.75,2,0.4736842105263157,4,9,3,0.5,19,602.6175788415977
Ic1ccccc1,204.01,2.2912,0.0,0,0.8571428571428571,0,0,1,0.0,7,134.10736969541455
CCI,155.966,1.4413,0.0,0,0.0,0,0,0,1.0,3,2.754887502163469
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,413.0,4.494100000000002,27.69,4,0.375,0,4,1,0.25,16,435.5367539129217
CI,141.939,1.0512,0.0,0,0.0,0,0,0,1.0,2,2.0
Oc1c(I)cc(C#N)cc1I,370.915,2.4730799999999995,44.02,0,0.5454545454545454,1,2,1,0.0,11,306.6978379924635
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,243.742,2.1914999999999996,53.940000000000005,5,0.375,1,5,1,0.7,16,337.9813157250364
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,313.747,3.1887000000000016,58.4,7,0.2777777777777778,0,7,1,0.7777777777777778,18,430.6923928886501
CC(C)COC(=O)C,116.15999999999998,1.2055,26.3,2,0.0,0,2,0,0.8333333333333334,8,76.59772060569361
CC(C)COC=O,102.13299999999998,0.8154,26.3,3,0.0,0,2,0,0.8,7,50.041843979966416
CC(C)Cc1ccccc1,134.22199999999998,2.8851000000000013,0.0,2,0.6,0,0,1,0.4,10,174.4896154807834
C1N(C(=O)NCC(C)C)C(=O)NC1,185.227,0.3772000000000002,61.440000000000005,2,0.0,2,2,1,0.75,13,215.43467881229333
Cc1cc(no1)C(=O)NNCc2ccccc2,231.255,1.41762,67.16,4,0.6470588235294118,2,4,2,0.16666666666666666,17,493.461665312455
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,345.4010000000002,3.8896000000000033,56.790000000000006,8,0.2727272727272727,1,5,1,0.5333333333333333,22,548.098914116059
Nc1nc(O)nc2nc[nH]c12 ,151.129,-0.3593,100.71,0,0.8181818181818182,3,5,2,0.0,11,394.6721492531732
c1nccc(C(=O)NN)c1,137.14200000000002,-0.3149000000000001,68.01,1,0.6,2,3,1,0.0,10,221.69435494406167
CC(C)CCOC(=O)C,130.18699999999998,1.5956,26.3,3,0.0,0,2,0,0.8571428571428571,9,86.91694057588533
CC(C)CCOC=O,116.15999999999998,1.2055,26.3,4,0.0,0,2,0,0.8333333333333334,8,59.548875021634686
CC1=CC(=O)CC(C)(C)C1 ,138.20999999999998,2.3218000000000005,17.07,0,0.0,0,1,1,0.6666666666666666,10,186.90494715593388
CNC(=O)Oc1ccccc1C(C)C,193.246,2.528200000000001,38.33,2,0.4285714285714285,1,2,1,0.36363636363636365,14,320.8184995540784
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,309.36600000000004,4.252800000000004,89.51999999999998,8,0.2727272727272727,0,5,1,0.6,22,516.7136957630747
CC(C)OC(=O)C,102.133,0.9579,26.3,1,0.0,0,2,0,0.8,7,66.48040587771368
CC(C)OC=O,88.106,0.5678,26.3,2,0.0,0,2,0,0.75,6,40.812743913133396
CC(C)c1ccccc1,120.19499999999996,2.8100000000000014,0.0,1,0.6666666666666666,0,0,1,0.3333333333333333,9,162.65300142116237
CC(C)c1ccc(NC(=O)N(C)C)cc1,206.289,2.903500000000001,32.34,2,0.4,1,1,1,0.4166666666666667,15,327.9802853293369
c1ccc2cnccc2c1,129.16199999999998,2.2348,12.89,0,1.0,0,1,2,0.0,10,275.7051383449476
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,279.34,2.6670000000000007,70.67,2,0.3,2,3,1,0.42857142857142855,20,492.6826500328561
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,322.36400000000003,2.966800000000001,57.690000000000005,5,0.5,0,3,3,0.21052631578947367,24,701.1960723848598
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,490.6390000000001,4.6182,17.07,0,0.0,0,1,6,0.9,21,630.626975453629
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,260.24499999999995,2.8648200000000017,61.81,2,0.6842105263157895,0,5,3,0.21428571428571427,19,825.0705035872229
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297,-5.397199999999993,189.52999999999997,4,0.0,8,11,2,1.0,23,378.01843836179484
C1OC(O)C(O)C(O)C1O,150.13,-2.5823000000000005,90.15,0,0.0,4,5,1,1.0,10,102.6059378176129
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,234.29899999999995,1.5305,54.86,1,0.3529411764705882,1,3,3,0.6923076923076923,17,535.3309360482766
CC(C)=CCCC(O)(C)C=C,154.253,2.6698000000000013,20.23,4,0.0,1,1,0,0.6,11,150.25571236699292
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832,3.644400000000001,0.0,0,0.0,0,0,1,1.0,12,103.58797503894243
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.097,3.0185000000000013,41.57,2,0.4,1,2,1,0.2222222222222222,15,371.1300188482176
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,321.163,3.101300000000001,61.690000000000005,1,0.5714285714285714,2,3,3,0.06666666666666667,21,759.0888790908208
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,404.54700000000025,4.195500000000004,72.83,6,0.0,1,5,3,0.75,29,666.182169981736
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.3640000000001,2.1218000000000004,71.06,9,0.0,0,8,0,0.8,19,340.9115786798855
CCOC(=O)CC(=O)OCC,160.16899999999998,0.5027,52.60000000000001,4,0.0,0,4,0,0.7142857142857143,11,125.3759999531186
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297,-5.397199999999993,189.52999999999997,4,0.0,8,11,2,1.0,23,378.01843836179484
OCC(O)C(O)C(O)C(O)CO ,182.172,-3.5854000000000004,121.38,5,0.0,6,6,0,1.0,12,104.6059378176129
Nc1cccc(Cl)c1,127.574,1.9222,26.02,0,0.75,1,1,1,0.0,8,168.38833891467198
Clc1cccc(Br)c1,191.455,3.102500000000001,0.0,0,0.75,0,0,1,0.0,8,168.38833891467198
Clc1cccc(I)c1,238.455,2.9446000000000003,0.0,0,0.75,0,0,1,0.0,8,168.38833891467198
Clc1cccc(c1)N(=O)=O,157.55599999999998,2.2482000000000006,43.14,1,0.6,0,2,1,0.0,10,261.67965837655686
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,295.298,2.972200000000001,84.07999999999998,3,0.6818181818181818,2,4,3,0.0625,22,840.2231332611786
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,329.3800000000001,2.632000000000001,65.07000000000001,8,0.0,0,7,0,0.8,19,342.81171320977563
c1c(OC)c(OC)C2C(=O)OCC2c1,196.20199999999997,0.8497999999999999,44.760000000000005,2,0.0,0,4,2,0.5,14,316.08368795993283
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,340.5070000000001,5.279700000000005,34.14,1,0.0,0,2,4,0.7391304347826086,25,713.6044349377288
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,298.367,3.3381000000000016,42.43000000000001,4,0.7142857142857143,0,4,3,0.125,21,722.072669149979
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,310.297,2.52334,75.27000000000001,3,0.3,2,3,1,0.36363636363636365,20,639.0488142368544
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,384.5160000000002,4.575300000000004,60.440000000000005,2,0.0,0,4,4,0.7083333333333334,28,820.4617842103511
CC2=CC(=O)c1ccccc1C2=O ,172.18299999999996,2.0119,34.14,0,0.4615384615384615,0,2,2,0.09090909090909091,13,427.4713488019866
CC(C)C1CCC(C)CC1O ,156.269,2.439500000000001,20.23,1,0.0,1,1,1,1.0,11,120.0411847243922
CC(C)C1CCC(C)CC1=O,154.253,2.6477000000000013,17.07,1,0.0,0,1,1,0.9,11,148.9517669080599
